Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actor Name),Custom field (Actor Type),Custom field (Approval Category),Custom field (Are business resources available?),Custom field (Asset Status),Custom field (Assets Link),Custom field (BP Year),Custom field (BUIT Lead),Custom field (Business Impact Description),Custom field (Business Value),Custom field (CAR Name),Custom field (CMDB Application ID),Custom field (CO),Custom field (CR),Custom field (Country),Custom field (DARM ID),Custom field (Defect Analysis and Resolution),Custom field (Developer),Custom field (Doc ID),Custom field (Does this impact multiple regions?),Custom field (Environment Affected),Custom field (Environment Information),Custom field (Epic Link),Custom field (Estimated Asset Date),Custom field (Final Asset Delivered Date),Custom field (Final Estimated Cost (USD)),Custom field (Final Estimated Delivery Date),Custom field (Final Estimated Hours),Custom field (Flagged),Custom field (Franchise + Brand),Custom field (Funding Type),Custom field (GDDM Routing Check),Custom field (Governance Body),Custom field (Governance Contact),Custom field (Hosting Provider),Custom field (ICA),Custom field (Initial Estimated Cost (USD)),Custom field (Initial Estimated Delivery Date),Custom field (Initial Estimated Hours),Custom field (Instantis ID),Custom field (Is Campaign Related?),Custom field (Is budget available?),Custom field (Is this request in-line with the business strategy?),Custom field (Is this request in-line with the product strategy?),Custom field (Issue Resolution),Custom field (Latest Summary),Custom field (Link to Feature),Custom field (Migration Information),Custom field (Moscow),Custom field (New URL),Custom field (Number of Languages),Custom field (Number of Pages),Custom field (Number of Templates),Custom field (Owner),Custom field (PEL),Custom field (PMx Project Name),Custom field (Pharma EMEA Functional Area),Custom field (Pharma EMEA Service Change Type),Custom field (Pharma EMEA Submit for backlog refinement),Custom field (Pharma EMEA Test Strategy),Custom field (Product),Custom field (Product Line),Custom field (Proposed Action & Platform),Custom field (Rank),Custom field (Reason),Custom field (Region + Country/Market),Custom field (Requested Go Live),Custom field (Requestor),Custom field (Requirement ID),Custom field (Requirement Status),Custom field (Requirement Type),Custom field (Root Cause),Custom field (SAP Transport),Custom field (SOW/Vendor Ref),Custom field (Scope),"Custom field (Sector, Franchise & Brand)","Custom field (Sector, Product Line, Product & Approach)",Custom field (Service Specialist),Custom field (Severity),Sprint,Sprint,Custom field (Stage of Risk Identification),Custom field (Stage of Risk Impact),Custom field (Story Points),Custom field (Summarized Estimate),Custom field (System Test ID),Custom field (TP ID),Custom field (Target Resolution Date),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Technical Design URL),Custom field (Technical Risk),Custom field (Technical Risk Comment),Custom field (Tester),Custom field (Tier),Custom field (Traceable to business process),Custom field (UAT Test ID),Custom field (URL),Custom field (Unit Testable),Custom field (Upcoming Brand Activities),Custom field (Visualization),Custom field (Web Hosting Env),Custom field (Web Hosting Subs),Custom field (Work Type),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Non-Automated Interface - Manual Sales Loading: Summary Validations,AAKO-1899,523436,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,TMedl,03/Apr/17 10:30 AM,10/Jul/18 3:18 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,FirstBU,,,,,,,"As a Data Assurance Analyst, I need the compensation system to validate the file I am manually loading.  This will ensure correct field sales compensation and user analytics.

CLO: want to delete this story (pending); #AAKO-1900 effort should include this",,colson8,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- Must ensure kit transactions added manually by analyst go through KIT processing calculations and validations. 
- Must ensure all transactions use the audit typ cd and trans eff cd logic that determines the positive and negative intent of a sales qty
- Should validate template fields for correctness and completeness (addtl details to follow)
- Should provide dialogue boxes to user regarding accuracy and completeness steps",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxpij0:,,,,,,,,,,,,,,,,AAKO - Mormont - Corbett.4,,,,5.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,05/Jun/17 9:52 AM;zquasney;integrate into INP stories.. Confirm with Optymyze,"05/Apr/18 2:19 PM;colson8;[~mmarsh3][~CKenisto] - putting this in Backlog - possible Delete case. Looking into the Manual Load processes (Lifenet, Tracings, IMS, etc), we see Required Field, Dupes, Blank, etc kickout criteria built in. Anything hitting these criteria are included in the Kickout Summary/Counts. Don't think we need this story.",,,,,,,,,,,,
Compensation Job - Set Data Week,AAKO-1828,490077,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,Critical,,,rgreleck,rgreleck,27/Mar/17 5:22 PM,22/Mar/18 2:34 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Lannister,,0,Ethicon,MIT,,,,,,"As a Configuration analyst, I want to modify all the required  mechanics to ensure included and processed data for earnings is limited based on data week parameter
",,mmarsh3,rgreleck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3961,,,,,,Impediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0imn:,,,,,,,,,,,,,,,,,,,,,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,"30/Nov/17 11:11 AM;zquasney;(flag) Flag added

Questioning priority on this -- Need to review","30/Nov/17 3:41 PM;mmarsh3;Story for Pre-ICM changes
","30/Nov/17 3:46 PM;mmarsh3;Needs to be delivered in unison with 4299, 4211 and 4300 (greyjoy).  Deprioritized due to not being needed for MVP 2 (earnings by components)",,,,,,,,,,,
Visualization App: Query Multiple Data Elements for Sales Investigations,AAKO-1712,472812,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,CKenisto,CKenisto,TMedl,14/Mar/17 5:36 PM,06/Apr/18 9:46 AM,17/Jul/18 3:54 PM,,ETH,Spine,ETH,,Stark,,0,2019BP,,,,,,,"As a Data Assurance Analyst, I need the ability to pull data or join various data elements from different tables containing customer, product, sales or alignment.  This is necessary in order to understand if a sales discrepancy exists or not. Having this functionality will ensure the DI Analyst role can contribute to accurate field sales compensation by creating complex queries.",,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht2w7z:,,,,,,,,,,,,,,,,,,,,,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inquiry Workflow: Requester Form For Field Sales Transactions Inquiries,AAKO-1711,472810,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,NMitche5,TMedl,TMedl,14/Mar/17 5:17 PM,26/Jun/18 11:03 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ETH,,,,,,,"As a Field Inquiry Analyst, I need a requester to populate a form regarding an inquiry related to Sales Transactions, so I can investigate the validity of the request and respond to the requester.",,NMitche5,szlockie,TMedl,,,,,,,,,,,,,,,,,,,,,,,01/Jun/17 4:09 PM;TMedl;image-2017-06-01-16-09-56-181.png;https://jira.jnj.com/secure/attachment/159505/image-2017-06-01-16-09-56-181.png,,,,,,,,,,,"User should be able to pick the Request type
Form would contain:
Business Unit
Customer Number / UCN (Required) - Use Customer Entity
Customer Name - populated from Entity
Data Month (Required)
Summary of Issue - Free form text (Required)

",,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht069r:,,,,,,,,,,,,,,,,,,,,5.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,"07/Dec/17 11:07 AM;NMitche5;As a Field Inquiry Analyst, I need a requester to populate a form regarding an inquiry related to a  Missing Sales Related Request. This will allow me to investigate the validity of the request and respond to the requester.","26/Jan/18 12:36 PM;szlockie;E.g. ""I have a missing sale""",,,,,,,,,,,,
Provide Table Containing Kit Bill of Materials: Ethicon,AAKO-1710,472809,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,CKenisto,TMedl,TMedl,14/Mar/17 5:11 PM,18/Apr/18 3:56 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,Ethicon,,,,,,,"As a Data Assurance Analyst, I would like to have a table that I can view the kit bill of materials.  Due to component explosion found in Ethicon data, having the kit bom in Optymyze will enable for investigations on sales where the data is kit related.  This will ensure correct sales compensation and provide ease of validations against kit sales.  This is needed before current reporting environment is decommissioned.",,TMedl,,,,,,,,,,,,,,,AAKO-1047,,,,,,,,,,,,,,,,,,,,,"Provide kit to component relation in a viewable table for investigation and research. (Table is data specific and contains relation from kit to component and includes component unit quantity contained in kit.)
Frequency of updating this table should mirror routine used in updating customer or product.
Mirror current Ethicon table found on PDDB5067.jnj.com named JJHS_KIT_BOM
(Although this table is moving to the EDW Land server having it in a different location will make it difficult to validate kit sales or investigate accuracy of kit sales data when issue arise.)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3283,,,,,,Impediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht2wav:,,,,,,,,,,,,,,,,,,,,8.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanics: Quota Attainment on payout Table -  testing story,AAKO-1626,467002,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,agolani,TMedl,TMedl,09/Mar/17 2:17 PM,28/Mar/18 4:24 PM,17/Jul/18 3:54 PM,28/Mar/18 4:24 PM,Spine,,Spine,,Lannister,,0,Spine,,,,,,," As a Compensation Analyst, I want to compensate on YTD Quota Attainment using Quota Type to measure against the correct SI Quota.     

Used for Spine Surgical Innovation Director and Territory Manager
Depends on Quota Type being completed.   May just be testing story. 
Participant may have multiple GEOs aligned - no separate earnings 
Aggregated Sales and Quota from GEOs
  - RM cavers multiple regions - can use ACC MT? 
 ",,BSobczy2,mmarsh3,rgreleck,SJamaiy1,TMedl,,,,0,,,37800,0,27000,,AAKO-536,,,,AAKO-4495,,,,,,19/Dec/17 8:37 AM;BSobczy2;11.20.17 SI 2018 Possible Quota Scenario V2.xlsx;https://jira.jnj.com/secure/attachment/290901/11.20.17+SI+2018+Possible+Quota+Scenario+V2.xlsx,19/Dec/17 8:37 AM;BSobczy2;11.29.17 SI 2018 Payout Tables v2.xlsx;https://jira.jnj.com/secure/attachment/290902/11.29.17+SI+2018+Payout+Tables+v2.xlsx,04/Mar/18 7:41 PM;BSobczy2;12_20_2017 SI 2018 Payout Tables v2 (002).xlsx;https://jira.jnj.com/secure/attachment/519817/12_20_2017+SI+2018+Payout+Tables+v2+%28002%29.xlsx,04/Mar/18 7:36 PM;BSobczy2;2018 DePuy Synthes Spine AVP Specialty Sales Comp Plan_FINAL1.pdf;https://jira.jnj.com/secure/attachment/519818/2018+DePuy+Synthes+Spine+AVP+Specialty+Sales+Comp+Plan_FINAL1.pdf,04/Mar/18 7:36 PM;BSobczy2;2018 DePuy Synthes Spine Surgical Innovations Director Comp Plan_FINAL.pdf;https://jira.jnj.com/secure/attachment/519819/2018+DePuy+Synthes+Spine+Surgical+Innovations+Director+Comp+Plan_FINAL.pdf,04/Mar/18 7:36 PM;BSobczy2;2018 DePuy Synthes Spine Surgical Innovations Territory Manager Comp Plan_FINAL.pdf;https://jira.jnj.com/secure/attachment/519820/2018+DePuy+Synthes+Spine+Surgical+Innovations+Territory+Manager+Comp+Plan_FINAL.pdf,23/Jan/18 11:20 AM;BSobczy2;EXTERNAL FW Thursday Principles Tech Call - Story 1626 follow-up Spine managers crediting and proration.msg;https://jira.jnj.com/secure/attachment/306944/EXTERNAL+FW+Thursday+Principles+Tech+Call+-+Story+1626+follow-up+Spine+managers+crediting+and+proration.msg,23/Mar/18 5:25 PM;KHlinka;Optymyze.url;https://jira.jnj.com/secure/attachment/539037/Optymyze.url,14/Mar/18 1:10 PM;BSobczy2;SPN_2018_Perameters_2018_01_24 (version 1).xlsx;https://jira.jnj.com/secure/attachment/529469/SPN_2018_Perameters_2018_01_24+%28version+1%29.xlsx,12/Mar/18 6:48 AM;BSobczy2;SPN_2018_Perameters_2018_01_24 (version 1).xlsx;https://jira.jnj.com/secure/attachment/526093/SPN_2018_Perameters_2018_01_24+%28version+1%29.xlsx,11/Jul/17 1:17 PM;rgreleck;WWID  1021195  for Period 6 2017.docx;https://jira.jnj.com/secure/attachment/178725/WWID++1021195++for+Period+6+2017.docx,"{color:#333333}{color:red}Plan: SPN_SI_TM
Input: from multiple regions         
Mechanics Period: YTD
Pay Frequency: Quarterly   
Mechanics: Geo Split Quota: Attainment & Earnings on Payout Table
Crediting Type:  Dynamic.
Crediting Eligibility: End of the Month
Component Code:  SPN_IB
Component Name: Incentive Bonus
PCG: existing PCG
Prorated: Yes
Prorated Target: Yes 
Adjustment:  Yes
CAP:  Yes
Release % = Yes
Prorated target = Yes

-Participant(s) on the SPN_SI_TM plan are covering multiple regions
-Sales and Quota will be aggregated from multiple (2 regions) GEOs and then Payout table will be applied 
- for the Payout Table use file attached : ""12_20_2017 SI 2018 Payout Tables, v2 (002)"" -->""+Payout Tables - New"" worksheet+. {color}{color}",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,Impediment,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2xdz:,,,,,,,,,,,,,,,,AAKO - Lannister - Acadia.4,,,,3.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,"05/Apr/17 9:54 AM;mmarsh3;[~TMedl] Need to talk to Mike about what is meant by ""when a sales reporting issue exists""","05/Apr/17 9:59 AM;mmarsh3;A range of COT is hardcoded in the Ethicon Sales processing logic, may need to change the hardcoding range to a parameter table of values.
",11/Jul/17 11:37 AM;rgreleck;Iris is checking with Karl on plan as it's expected to change. ,"18/Sep/17 1:27 PM;rgreleck;*+Open Questions:  +*
1)  Is this component going to change to Snap Shot?   Aggregate Monthly Sales? 
2) If SnapShot - will move away from Full Prior Year YTD - to Monthly Current Sales and Prior Year Sales?   (impact to Payout Tiers) 
3) Will we move to only having 1 Payout Tier table - versus 1 for each Mgr? 
",30/Oct/17 9:19 AM;zquasney;is Overachievement the same as other CSS (ASP) companies?  [~BSobczy2][~rgreleck],29/Nov/17 9:43 AM;zquasney;We need Iris to fill the requirement for this story [~mmarsh3],"29/Nov/17 10:43 AM;zquasney;REC - 3176/1626 -- principles/nexus 

Will need participant cred process updated to ensure prior full year sales are pulled in.. then we can create mechanics 

[~mmarsh3] notes from the discussion. ",11/Dec/17 4:16 PM;SJamaiy1;This story might split into more than one based on complexity - needs two different PCG. ,"14/Dec/17 3:51 PM;mmarsh3;[~SJamaiy1] , [~chogan01] [~mdociu] [~zquasney]  - Please come up with design options...also think Minimal viable product concept of possibly doing comparisons outside of the system and parameters to segment full PY.  Set for Principles discussion Tuesday.",18/Dec/17 10:59 AM;zquasney;Principles call 12/19 ,18/Dec/17 3:51 PM;mmarsh3;[~zquasney] [~chogan01] - Confirmed today that we will not need to compare full PY sales against other Product buckets.  [~SJamaiy1] - to facilitate grooming based on latest updates.,"28/Dec/17 10:13 AM;zquasney;[~zquasney] [~BSobczy2] Should we just have this as a test story as this mechanic already exists, we just need to validate.. we can manipulate data to prep for testing. ","02/Jan/18 10:49 AM;zquasney;[~BSobczy2][~zquasney] Need further Business Direction before we continue with this story. 

- Bozena to set up call with Iris & John Mit. to see how this story needs to be developed.","23/Jan/18 11:22 AM;BSobczy2;Thursday Principles Tech Call -> Story 1626 follow-up: Spine managers crediting and proration

The Spine management crediting can be handled with end of month alignments and pro-rated earnings.  This was confirmed with Bozena and Iris in two separate calls.
"
Inquiry Workflow: User Interface Form - Repository Claiming & Delegation,AAKO-1477,444597,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,NMitche5,TMedl,TMedl,21/Feb/17 5:39 PM,26/Jun/18 11:03 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ETH,,,,,,,"As a Comp Analyst, I need the inquiry form to have claiming and delegation properties.  This will allow the analyst to route a submitted question to another an analyst in another C&E area for resolution and house all of the inquiries in a central repository for management oversight.",,mmarsh3,szlockie,TMedl,,,,,,,,,,,,,,,,,,,,,,,01/Jun/17 4:09 PM;TMedl;Inquiry Workflow.pptx;https://jira.jnj.com/secure/attachment/159504/Inquiry+Workflow.pptx,26/Jan/18 5:39 PM;choffm12;Sales Inquiry Tool Portal Views.pdf;https://jira.jnj.com/secure/attachment/309935/Sales+Inquiry+Tool+Portal+Views.pdf,,,,,,,,,,"From a Sales Rep perspective: 

Sales consultants need visibility to: 
- My Open Inquiries
- My Closed Inquiries 

RMs/AVPs need visibility to: 
- My Open Inquiries
- My Closed Inquiries 
- Governance Requests Pending Approval


From an Analyst perspective: 

 Comp Analysts need visibility to: 
- All Open Comp Inquiries 
- All Closed Comp Inquiries",,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06bb:,,,,,,,,,,,,,,,,,,,,13.0,,,,,AS-Unknown,,,,,,,,,,,,,,Yes,,,,,Yes,,,,"26/Jan/18 3:37 PM;szlockie;Once user is routed based on selection during opening navigation, a form pertinent to the area selected should be opened for the user to populate.
The form must have drop downs where applicable, free form text boxes, claiming and . 
Each request form must have an automated number assigned upon creation.
Once form is populated, the user's request resides in a queue until an analyst can claim.

the analyst must be able to reassign inquiry to another area for claiming should original requester choose the wrong C&E area (or should further action on the request be needed by a different analyst team).
Inquiries should reside in one portal with C&E area assignment
Inquiries should have the ability for analyst claiming and analyst name should appear once claimed. 
All unclaimed inquiries should remain with the C&E area assignment chosen by the requester, but the claimant blank.
Form should ask the requester to populate, name, alignment geo, reason for the request",,,,,,,,,,,,,
Participant to Geography Validation Enhancement,AAKO-1455,437791,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,APatank2,gsauty1,gsauty1,16/Feb/17 3:11 PM,05/Jun/18 4:55 PM,17/Jul/18 3:54 PM,05/Jun/18 4:55 PM,Spine,,Spine,,Targaryen,,0,FirstBU,,,,,,,"As a Comp Analyst, I want to be able to ensure that all Participants aligned to a Geography have been assigned to a Position in the Participant Assignment table",,gsauty1,,,,,,,,0,,,54000,0,43200,,,,,,,,,,,,,,,,,,,,,,,"Validation Summary WARNING if WWID to Geo exist for a WWID which does not have an active Position
Compare Participant to Geo to Participant Assignment 
Run with normal Participant Assignment Job. 
No issue if Participant has Position but no Geo
 ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3966,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hz5nvj:,,,,,,,,,,,,,,,,AAKO-Targaryen - Bandhavgarh.4,,,,3.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - Probationary Status,AAKO-1368,361294,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,Critical,,,BSobczy2,BSobczy2,10/Feb/17 7:50 AM,22/Mar/18 2:34 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Lannister,,0,Ethicon,,,,,,,"As a Compensation Analyst I need the system to display the Probationary Status of certain representative positions so I can fulfill the business requirement to increase or hold earnings based on TQA Performance for the probationary year. Reps on “probation” will be reviewed at the final Q4 payout and if achieving quota, will be compensated at the higher level, retro to the beginning of the year.  This information will be used to insure that reps are compensated correctly.",,BSobczy2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Display “YES” for the participant on probation,,,,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0im7:,,,,,,,,,,,,,,,,,,,,,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - ( # of Days or Weeks) ,AAKO-1367,361286,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,Critical,,,BSobczy2,BSobczy2,10/Feb/17 7:45 AM,05/Apr/18 8:49 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Lannister,,0,Ethicon,,,,,,,"As a Compensation Analyst I need the system to calculate Total and Semiannual numbers of months an associate is in a position so I will be able to verify that compensation is calculating prorated earnings correctly based on the number of months in geography, for semi-annual and annual components.",,BSobczy2,,,,,,,,,,,,,,,,,,,,,,AAKO-138,,,,,,,,,,,,,,"Total # of Months
H1 # of Months
H2 # of Months",,,,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0ilz:,,,,,,,,,,,,,,,,,,,,,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portal View - All Sales Transactions,AAKO-1300,349309,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,CKenisto,TMedl,31/Jan/17 12:00 PM,13/Mar/18 7:28 PM,17/Jul/18 3:54 PM,13/Mar/18 7:28 PM,Spine,,Spine,,Stark,,0,2019BP,DPS,,,,,,"As an Internal Analyst/Field User, I want to have one report showing all sales, unfiltered, so that I have full visibility to what's been invoiced for research/inquiry purposes.

Originall this was the internal version of 592. During refinement, decision made to repurpose 592 as DTP, and this story encapsulates both internal and external views. ",,szlockie,TMedl,,,,,,,0,,,82800,0,82800,,,,,,,,,,,,,,,,,,,,,,,"This story is to expose the data built from story 592, but provide different views: 
1. Rep: Studio Apps-->My JJMD Max Portal-->Sales Performance-->All My aligned Sales
2. Analyst: Studio Apps-->Comp1 Portal View-->Reports-->All aligned Sales

Need to show all sales within system with searchable/filterable fields such as: PO, Invoice number, Customer Number, etc. 

Columns to include: 

BU - searchable
WWID - searchable
Participant Name - searchable
Territory ID - searchable
Territory Name
Region ID - searchable
Region Name
Area ID - searchable
Area Name
Primary? (will display a Y/N or True/False value)
Sales Period
Current Year Flag
Plan Component
**Invoice Date - searchable
**Invoice / Billing Doc # - searchable
**PO Number - searchable
Customer Number - searchable
Customer Name - searchable
Product Number - searchable
Product Group - searchable
Product Line - searchable
Total Quantity
Total Sales Amount
Sales Split %
Net Sales Post Split
Crediting Type 
**Invoice Realigned? (Y/N)


**Not included on Participant Crediting-ED-CY1 example file provided by Shah. May need additional assistance determining how to display Invoice realignment criteria (can we show who the invoice was moved to, or who it was moved from?)

YTD data (can institute a default filter to just show current sales period sales, with previous sales period data still available and searchable/filterable if resources require).

Should show details at the point of time the sales was invoiced - e.g. alignment shown on the line should reflect alignment at the time of sale. 

Need to be able to show current year and prior year at the point that we cross over years where December 2017 is being processed and January 2018 is now open as well.",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3982,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2w7j:,,,,,,,,,,,,,,,,AAKO - Stark - Acadia.3,,,,8.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,"11/May/17 1:26 PM;zquasney;(flag) Flag added

Check with Tina on if we need this","13/Mar/18 1:45 PM;szlockie;Following 3/13 Demo: 

Removing ""Component Sale Applied Towards (may be multiple columns, e.g. Quota Y/N, Growth Y/N, )"" as business discussion was that it was too much detail and went beyond the original intent of the report

Need to confirm whether a sale is duplicating due to variances in 'component' column (e.g. one sale appearing 2x because it applies towards both the growth component and quota component).
",,,,,,,,,,,,
Interface Summary SOX/Error Report,AAKO-1217,337990,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,MJolivet,MJolivet,23/Jan/17 2:03 PM,20/Jun/18 8:24 AM,17/Jul/18 3:54 PM,,Trauma,,Trauma,,Mormont,,0,CSS,DPS,ETH,,,,,"As a (User or Actor) I want to (Goal) So that (Benefit)

Need ability to view current status of all automated interfaces and show a “health check” of what has been loaded and not loaded.  

We currently are loading master data, employee, product, customer and also sales and manual inputs for several companies on a daily basis.
I have noticed that there are validation kick-outs and error messages for all these interfaces being loaded but I am not sure if we are resolving the kick-out exclusions or investigating root cause.
Who is reviewing these errors?  How are they being resolved?  How are we keeping track of these errors so that we don’t lose them.  Specifically, I am concerned about transactions that are not being loaded into OPTYMYZE that would be resolved on the SYNYGY side and then start causing discrepancies.

*MOVING TO TRAUMA RELEASE (de-escalating from Spine MVP)*

NOTE: See Cade's comment below which came out of discussion w/ Cindy
",,CKenisto,colson8,LAndrysi,MJolivet,,,,,,,,,,,,,,,,,,,,,,23/Jan/17 5:05 PM;MJolivet;We need ability to view current status.docx;https://jira.jnj.com/secure/attachment/79079/We+need+ability+to+view+current+status.docx,,,,,,,,,,,"Requirements for SOx report:
* Reasonability Threshold for each feed to identify any major variances in record count, quantities or sales amounts (need SME input on threshold values for each BU/Source feed)
* Additional report fields: record count, quantity and sales amount (refer to attached word document)",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hvvj7z:,,,,,,,,,,,,,,,,,,,,,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,19/Oct/17 2:43 PM;LAndrysi;Not currently on the roadmap to allow access to the job logs to export or analyzing tool.,"01/May/18 3:28 PM;colson8;Setup process to perform check on automated sales feeds for % variance vs trailing X number of days. Set a threshold - when passed, triggers a warning/notification on Announcements screen for Data Assurance Analyst to take a deeper dive into that feed & follow up offline to better understand driving forces

This is a ""reasonability check"" - how does the feed we received compare vs what we typically get?

Reach out to ETH business - they may have something like this they currently leverage",,,,,,,,,,,,
